gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_sqrt,reading_score_sqrt,writing_score_sqrt
female,group C,associate's degree,standard,none,65,77,74,8.06225774829855,8.774964387392123,8.602325267042627
female,group A,associate's degree,standard,none,82,93,93,9.055385138137417,9.643650760992955,9.643650760992955
female,group C,high school,standard,none,60,68,72,7.745966692414834,8.246211251235321,8.48528137423857
female,group E,bachelor's degree,standard,none,37,45,38,6.082762530298219,6.708203932499369,6.164414002968976
male,group D,bachelor's degree,standard,none,88,78,83,9.38083151964686,8.831760866327848,9.1104335791443
male,group D,master's degree,standard,none,95,81,84,9.746794344808963,9.0,9.16515138991168
male,group C,associate's degree,free/reduced,completed,65,73,68,8.06225774829855,8.54400374531753,8.246211251235321
female,group C,high school,free/reduced,none,35,61,54,5.916079783099616,7.810249675906654,7.3484692283495345
male,group B,bachelor's degree,free/reduced,none,62,63,56,7.874007874011811,7.937253933193772,7.483314773547883
male,group C,high school,free/reduced,completed,58,51,52,7.615773105863909,7.14142842854285,7.211102550927978
male,group A,some college,standard,completed,100,96,86,10.0,9.797958971132712,9.273618495495704
female,group E,bachelor's degree,free/reduced,none,61,58,62,7.810249675906654,7.615773105863909,7.874007874011811
male,group D,some college,standard,completed,100,97,99,10.0,9.848857801796104,9.9498743710662
male,group B,associate's degree,free/reduced,completed,69,70,63,8.306623862918075,8.366600265340756,7.937253933193772
male,group D,associate's degree,standard,none,61,48,46,7.810249675906654,6.928203230275509,6.782329983125268
male,group D,some college,free/reduced,none,49,57,46,7.0,7.54983443527075,6.782329983125268
female,group C,some high school,standard,completed,44,51,55,6.6332495807108,7.14142842854285,7.416198487095663
male,group D,some college,standard,none,67,64,70,8.18535277187245,8.0,8.366600265340756
male,group B,high school,standard,none,79,60,65,8.888194417315589,7.745966692414834,8.06225774829855
female,group B,bachelor's degree,standard,completed,66,74,81,8.12403840463596,8.602325267042627,9.0
female,group C,high school,standard,none,75,88,85,8.660254037844387,9.38083151964686,9.219544457292887
male,group D,some high school,standard,none,84,84,80,9.16515138991168,9.16515138991168,8.94427190999916
male,group A,high school,standard,none,71,74,64,8.426149773176359,8.602325267042627,8.0
female,group B,high school,free/reduced,completed,67,80,81,8.18535277187245,8.94427190999916,9.0
female,group D,some high school,standard,completed,80,92,88,8.94427190999916,9.591663046625438,9.38083151964686
male,group E,some college,standard,none,86,76,74,9.273618495495704,8.717797887081348,8.602325267042627
female,group D,associate's degree,standard,none,76,74,73,8.717797887081348,8.602325267042627,8.54400374531753
male,group D,high school,standard,none,41,52,51,6.4031242374328485,7.211102550927978,7.14142842854285
female,group D,associate's degree,free/reduced,completed,74,88,90,8.602325267042627,9.38083151964686,9.486832980505138
female,group B,some high school,free/reduced,none,72,81,79,8.48528137423857,9.0,8.888194417315589
female,group E,high school,standard,completed,74,79,80,8.602325267042627,8.888194417315589,8.94427190999916
male,group B,high school,standard,none,70,65,60,8.366600265340756,8.06225774829855,7.745966692414834
female,group B,bachelor's degree,standard,completed,65,81,81,8.06225774829855,9.0,9.0
female,group D,associate's degree,standard,none,59,70,65,7.681145747868608,8.366600265340756,8.06225774829855
female,group E,high school,free/reduced,none,64,62,68,8.0,7.874007874011811,8.246211251235321
female,group B,high school,standard,none,50,53,55,7.0710678118654755,7.280109889280518,7.416198487095663
female,group D,some college,standard,completed,69,79,81,8.306623862918075,8.888194417315589,9.0
male,group C,some high school,free/reduced,completed,51,56,53,7.14142842854285,7.483314773547883,7.280109889280518
female,group A,high school,standard,completed,68,80,76,8.246211251235321,8.94427190999916,8.717797887081348
female,group D,some college,standard,completed,85,86,98,9.219544457292887,9.273618495495704,9.899494936611665
female,group A,associate's degree,standard,completed,65,70,74,8.06225774829855,8.366600265340756,8.602325267042627
female,group B,some high school,standard,none,73,79,79,8.54400374531753,8.888194417315589,8.888194417315589
female,group B,some college,standard,none,62,67,67,7.874007874011811,8.18535277187245,8.18535277187245
male,group C,associate's degree,free/reduced,none,77,67,64,8.774964387392123,8.18535277187245,8.0
male,group D,some high school,standard,none,69,66,61,8.306623862918075,8.12403840463596,7.810249675906654
female,group D,associate's degree,free/reduced,none,43,60,58,6.557438524302,7.745966692414834,7.615773105863909
male,group D,associate's degree,standard,none,90,87,85,9.486832980505138,9.327379053088816,9.219544457292887
male,group C,some college,free/reduced,none,74,77,73,8.602325267042627,8.774964387392123,8.54400374531753
male,group C,some high school,standard,none,73,66,63,8.54400374531753,8.12403840463596,7.937253933193772
female,group D,some college,free/reduced,none,55,71,69,7.416198487095663,8.426149773176359,8.306623862918075
female,group C,high school,standard,none,65,69,67,8.06225774829855,8.306623862918075,8.18535277187245
male,group D,associate's degree,standard,none,80,63,63,8.94427190999916,7.937253933193772,7.937253933193772
female,group C,some high school,free/reduced,completed,50,60,60,7.0710678118654755,7.745966692414834,7.745966692414834
female,group C,some college,free/reduced,completed,63,73,71,7.937253933193772,8.54400374531753,8.426149773176359
female,group B,bachelor's degree,free/reduced,none,77,85,87,8.774964387392123,9.219544457292887,9.327379053088816
male,group C,some college,standard,none,73,74,61,8.54400374531753,8.602325267042627,7.810249675906654
male,group D,associate's degree,standard,completed,81,72,77,9.0,8.48528137423857,8.774964387392123
female,group C,high school,free/reduced,none,66,76,68,8.12403840463596,8.717797887081348,8.246211251235321
male,group D,associate's degree,free/reduced,none,52,57,50,7.211102550927978,7.54983443527075,7.0710678118654755
female,group C,some college,standard,none,69,78,76,8.306623862918075,8.831760866327848,8.717797887081348
female,group C,associate's degree,standard,completed,65,84,84,8.06225774829855,9.16515138991168,9.16515138991168
female,group D,high school,standard,completed,69,77,78,8.306623862918075,8.774964387392123,8.831760866327848
female,group B,some college,standard,completed,50,64,66,7.0710678118654755,8.0,8.12403840463596
female,group E,some college,standard,completed,73,78,76,8.54400374531753,8.831760866327848,8.717797887081348
female,group C,some high school,standard,completed,70,82,76,8.366600265340756,9.055385138137417,8.717797887081348
male,group D,associate's degree,free/reduced,none,81,75,78,9.0,8.660254037844387,8.831760866327848
male,group D,some college,free/reduced,none,63,61,60,7.937253933193772,7.810249675906654,7.745966692414834
female,group D,high school,standard,none,67,72,74,8.18535277187245,8.48528137423857,8.602325267042627
male,group B,high school,standard,none,60,68,60,7.745966692414834,8.246211251235321,7.745966692414834
male,group B,high school,standard,none,62,55,54,7.874007874011811,7.416198487095663,7.3484692283495345
female,group C,some high school,free/reduced,completed,29,40,44,5.385164807134504,6.324555320336759,6.6332495807108
male,group B,some college,standard,completed,62,66,68,7.874007874011811,8.12403840463596,8.246211251235321
female,group E,master's degree,standard,completed,94,99,100,9.695359714832659,9.9498743710662,10.0
male,group E,some college,standard,completed,85,75,68,9.219544457292887,8.660254037844387,8.246211251235321
male,group D,associate's degree,free/reduced,none,77,78,73,8.774964387392123,8.831760866327848,8.54400374531753
male,group A,high school,free/reduced,none,53,58,44,7.280109889280518,7.615773105863909,6.6332495807108
male,group E,some college,free/reduced,none,93,90,83,9.643650760992955,9.486832980505138,9.1104335791443
female,group C,associate's degree,standard,none,49,53,53,7.0,7.280109889280518,7.280109889280518
female,group E,associate's degree,free/reduced,none,73,76,78,8.54400374531753,8.717797887081348,8.831760866327848
female,group C,bachelor's degree,free/reduced,completed,66,74,81,8.12403840463596,8.602325267042627,9.0
female,group D,associate's degree,standard,none,77,77,73,8.774964387392123,8.774964387392123,8.54400374531753
female,group C,some high school,standard,none,49,63,56,7.0,7.937253933193772,7.483314773547883
female,group D,some college,free/reduced,none,79,89,86,8.888194417315589,9.433981132056603,9.273618495495704
female,group C,associate's degree,standard,completed,75,82,90,8.660254037844387,9.055385138137417,9.486832980505138
female,group A,bachelor's degree,standard,none,59,72,70,7.681145747868608,8.48528137423857,8.366600265340756
female,group D,associate's degree,standard,completed,57,78,79,7.54983443527075,8.831760866327848,8.888194417315589
male,group C,high school,free/reduced,none,66,66,59,8.12403840463596,8.12403840463596,7.681145747868608
female,group E,bachelor's degree,standard,completed,79,81,82,8.888194417315589,9.0,9.055385138137417
female,group B,some high school,standard,none,57,67,72,7.54983443527075,8.18535277187245,8.48528137423857
male,group A,bachelor's degree,standard,completed,87,84,87,9.327379053088816,9.16515138991168,9.327379053088816
female,group D,some college,standard,none,63,64,67,7.937253933193772,8.0,8.18535277187245
female,group B,some high school,free/reduced,completed,59,63,64,7.681145747868608,7.937253933193772,8.0
male,group A,bachelor's degree,free/reduced,none,62,72,65,7.874007874011811,8.48528137423857,8.06225774829855
male,group D,high school,standard,none,46,34,36,6.782329983125268,5.830951894845301,6.0
male,group C,some college,standard,none,66,59,52,8.12403840463596,7.681145747868608,7.211102550927978
male,group D,high school,standard,none,89,87,79,9.433981132056603,9.327379053088816,8.888194417315589
female,group D,associate's degree,free/reduced,completed,42,61,58,6.48074069840786,7.810249675906654,7.615773105863909
male,group C,some college,standard,completed,93,84,90,9.643650760992955,9.16515138991168,9.486832980505138
female,group E,some high school,standard,completed,80,85,85,8.94427190999916,9.219544457292887,9.219544457292887
female,group D,some college,standard,none,98,100,99,9.899494936611665,10.0,9.9498743710662
male,group D,master's degree,standard,none,81,81,84,9.0,9.0,9.16515138991168
female,group B,some high school,standard,completed,60,70,74,7.745966692414834,8.366600265340756,8.602325267042627
female,group B,associate's degree,free/reduced,completed,76,94,87,8.717797887081348,9.695359714832659,9.327379053088816
male,group C,associate's degree,standard,completed,73,78,72,8.54400374531753,8.831760866327848,8.48528137423857
female,group C,associate's degree,standard,completed,96,96,99,9.797958971132712,9.797958971132712,9.9498743710662
female,group C,high school,standard,none,76,76,74,8.717797887081348,8.717797887081348,8.602325267042627
male,group E,associate's degree,free/reduced,completed,91,73,80,9.539392014169456,8.54400374531753,8.94427190999916
female,group C,some college,free/reduced,none,62,72,70,7.874007874011811,8.48528137423857,8.366600265340756
male,group D,some high school,free/reduced,completed,55,59,59,7.416198487095663,7.681145747868608,7.681145747868608
female,group B,some high school,free/reduced,completed,74,90,88,8.602325267042627,9.486832980505138,9.38083151964686
male,group C,high school,standard,none,50,48,42,7.0710678118654755,6.928203230275509,6.48074069840786
male,group B,some college,standard,none,47,43,41,6.855654600401044,6.557438524302,6.4031242374328485
male,group E,some college,standard,completed,81,74,71,9.0,8.602325267042627,8.426149773176359
female,group E,associate's degree,standard,completed,65,75,77,8.06225774829855,8.660254037844387,8.774964387392123
male,group E,some high school,standard,completed,68,51,57,8.246211251235321,7.14142842854285,7.54983443527075
female,group D,high school,free/reduced,none,73,92,84,8.54400374531753,9.591663046625438,9.16515138991168
male,group C,some college,standard,none,53,39,37,7.280109889280518,6.244997998398398,6.082762530298219
female,group B,associate's degree,free/reduced,completed,68,77,80,8.246211251235321,8.774964387392123,8.94427190999916
male,group A,some high school,free/reduced,none,55,46,43,7.416198487095663,6.782329983125268,6.557438524302
female,group C,some college,standard,completed,87,89,94,9.327379053088816,9.433981132056603,9.695359714832659
male,group D,some high school,standard,none,55,47,44,7.416198487095663,6.855654600401044,6.6332495807108
female,group E,some college,free/reduced,none,53,58,57,7.280109889280518,7.615773105863909,7.54983443527075
male,group C,master's degree,standard,none,67,57,59,8.18535277187245,7.54983443527075,7.681145747868608
male,group C,associate's degree,standard,none,92,79,84,9.591663046625438,8.888194417315589,9.16515138991168
female,group B,some college,free/reduced,completed,53,66,73,7.280109889280518,8.12403840463596,8.54400374531753
male,group D,associate's degree,standard,none,81,71,73,9.0,8.426149773176359,8.54400374531753
male,group C,high school,free/reduced,none,61,60,55,7.810249675906654,7.745966692414834,7.416198487095663
male,group D,bachelor's degree,standard,none,80,73,72,8.94427190999916,8.54400374531753,8.48528137423857
female,group A,associate's degree,free/reduced,none,37,57,56,6.082762530298219,7.54983443527075,7.483314773547883
female,group C,high school,standard,none,81,84,82,9.0,9.16515138991168,9.055385138137417
female,group C,associate's degree,standard,completed,59,73,72,7.681145747868608,8.54400374531753,8.48528137423857
male,group B,some college,free/reduced,none,55,55,47,7.416198487095663,7.416198487095663,6.855654600401044
male,group D,associate's degree,standard,none,72,79,74,8.48528137423857,8.888194417315589,8.602325267042627
male,group D,high school,standard,none,69,75,71,8.306623862918075,8.660254037844387,8.426149773176359
male,group C,some college,standard,none,69,64,68,8.306623862918075,8.0,8.246211251235321
female,group C,bachelor's degree,free/reduced,none,50,60,59,7.0710678118654755,7.745966692414834,7.681145747868608
male,group B,some college,standard,completed,87,84,86,9.327379053088816,9.16515138991168,9.273618495495704
male,group D,some high school,standard,completed,71,69,68,8.426149773176359,8.306623862918075,8.246211251235321
male,group E,some college,standard,none,68,72,65,8.246211251235321,8.48528137423857,8.06225774829855
male,group C,master's degree,free/reduced,completed,79,77,75,8.888194417315589,8.774964387392123,8.660254037844387
female,group C,some high school,standard,completed,77,90,85,8.774964387392123,9.486832980505138,9.219544457292887
male,group C,associate's degree,free/reduced,none,58,55,53,7.615773105863909,7.416198487095663,7.280109889280518
female,group E,associate's degree,standard,none,84,95,92,9.16515138991168,9.746794344808963,9.591663046625438
male,group D,some college,standard,none,55,58,52,7.416198487095663,7.615773105863909,7.211102550927978
male,group E,bachelor's degree,free/reduced,completed,70,68,72,8.366600265340756,8.246211251235321,8.48528137423857
female,group D,some college,free/reduced,completed,52,59,65,7.211102550927978,7.681145747868608,8.06225774829855
male,group B,some college,standard,completed,69,77,77,8.306623862918075,8.774964387392123,8.774964387392123
female,group C,high school,free/reduced,none,53,72,64,7.280109889280518,8.48528137423857,8.0
female,group D,some high school,standard,none,48,58,54,6.928203230275509,7.615773105863909,7.3484692283495345
male,group D,some high school,standard,completed,78,81,86,8.831760866327848,9.0,9.273618495495704
female,group B,high school,standard,none,62,62,63,7.874007874011811,7.874007874011811,7.937253933193772
male,group D,some college,standard,none,60,63,59,7.745966692414834,7.937253933193772,7.681145747868608
female,group B,high school,standard,none,74,72,72,8.602325267042627,8.48528137423857,8.48528137423857
female,group C,high school,standard,completed,58,75,77,7.615773105863909,8.660254037844387,8.774964387392123
male,group B,high school,standard,completed,76,62,60,8.717797887081348,7.874007874011811,7.745966692414834
female,group D,some high school,standard,none,68,71,75,8.246211251235321,8.426149773176359,8.660254037844387
male,group A,some college,free/reduced,none,58,60,57,7.615773105863909,7.745966692414834,7.54983443527075
male,group B,high school,standard,none,52,48,49,7.211102550927978,6.928203230275509,7.0
male,group D,bachelor's degree,standard,none,75,73,74,8.660254037844387,8.54400374531753,8.602325267042627
female,group B,some high school,free/reduced,completed,52,67,72,7.211102550927978,8.18535277187245,8.48528137423857
female,group C,bachelor's degree,free/reduced,none,62,78,79,7.874007874011811,8.831760866327848,8.888194417315589
male,group B,some college,standard,none,66,65,60,8.12403840463596,8.06225774829855,7.745966692414834
female,group B,some high school,free/reduced,none,49,58,55,7.0,7.615773105863909,7.416198487095663
female,group B,high school,standard,none,66,72,70,8.12403840463596,8.48528137423857,8.366600265340756
female,group C,some college,free/reduced,none,35,44,43,5.916079783099616,6.6332495807108,6.557438524302
female,group A,some college,standard,completed,72,79,82,8.48528137423857,8.888194417315589,9.055385138137417
male,group E,associate's degree,standard,completed,94,85,82,9.695359714832659,9.219544457292887,9.055385138137417
female,group D,associate's degree,free/reduced,none,46,56,57,6.782329983125268,7.483314773547883,7.54983443527075
female,group B,master's degree,standard,none,77,90,84,8.774964387392123,9.486832980505138,9.16515138991168
female,group B,high school,free/reduced,completed,76,85,82,8.717797887081348,9.219544457292887,9.055385138137417
female,group C,associate's degree,standard,completed,52,59,62,7.211102550927978,7.681145747868608,7.874007874011811
male,group C,bachelor's degree,standard,completed,91,81,79,9.539392014169456,9.0,8.888194417315589
female,group B,some high school,standard,completed,32,51,44,5.656854249492381,7.14142842854285,6.6332495807108
female,group E,some high school,free/reduced,none,72,79,77,8.48528137423857,8.888194417315589,8.774964387392123
female,group B,some college,standard,none,19,38,32,4.358898943540674,6.164414002968976,5.656854249492381
male,group C,associate's degree,free/reduced,none,68,65,61,8.246211251235321,8.06225774829855,7.810249675906654
female,group C,master's degree,free/reduced,none,52,65,61,7.211102550927978,8.06225774829855,7.810249675906654
female,group B,high school,standard,none,48,62,60,6.928203230275509,7.874007874011811,7.745966692414834
female,group D,some college,free/reduced,none,60,66,70,7.745966692414834,8.12403840463596,8.366600265340756
male,group D,high school,free/reduced,none,66,74,69,8.12403840463596,8.602325267042627,8.306623862918075
male,group E,some high school,standard,completed,89,84,77,9.433981132056603,9.16515138991168,8.774964387392123
female,group B,high school,standard,none,42,52,51,6.48074069840786,7.211102550927978,7.14142842854285
female,group E,associate's degree,free/reduced,completed,57,68,73,7.54983443527075,8.246211251235321,8.54400374531753
male,group D,high school,standard,none,70,70,70,8.366600265340756,8.366600265340756,8.366600265340756
female,group E,associate's degree,free/reduced,none,70,84,81,8.366600265340756,9.16515138991168,9.0
male,group E,some college,standard,none,69,60,54,8.306623862918075,7.745966692414834,7.3484692283495345
female,group C,associate's degree,standard,none,52,55,57,7.211102550927978,7.416198487095663,7.54983443527075
male,group C,some high school,standard,completed,67,73,68,8.18535277187245,8.54400374531753,8.246211251235321
male,group C,some high school,standard,completed,76,80,73,8.717797887081348,8.94427190999916,8.54400374531753
female,group E,associate's degree,standard,none,87,94,95,9.327379053088816,9.695359714832659,9.746794344808963
female,group B,some college,standard,none,82,85,87,9.055385138137417,9.219544457292887,9.327379053088816
female,group C,some college,standard,none,73,76,78,8.54400374531753,8.717797887081348,8.831760866327848
male,group A,some college,free/reduced,none,75,81,74,8.660254037844387,9.0,8.602325267042627
female,group D,some college,free/reduced,none,64,74,75,8.0,8.602325267042627,8.660254037844387
female,group E,high school,free/reduced,none,41,45,40,6.4031242374328485,6.708203932499369,6.324555320336759
male,group C,high school,standard,none,90,75,69,9.486832980505138,8.660254037844387,8.306623862918075
male,group B,bachelor's degree,standard,none,59,54,51,7.681145747868608,7.3484692283495345,7.14142842854285
male,group A,some high school,standard,none,51,31,36,7.14142842854285,5.5677643628300215,6.0
male,group A,high school,free/reduced,none,45,47,49,6.708203932499369,6.855654600401044,7.0
female,group C,master's degree,standard,completed,54,64,67,7.3484692283495345,8.0,8.18535277187245
male,group E,some high school,standard,completed,87,84,76,9.327379053088816,9.16515138991168,8.717797887081348
female,group C,high school,standard,none,72,80,83,8.48528137423857,8.94427190999916,9.1104335791443
male,group B,some high school,standard,completed,94,86,87,9.695359714832659,9.273618495495704,9.327379053088816
female,group A,bachelor's degree,standard,none,45,59,64,6.708203932499369,7.681145747868608,8.0
male,group D,bachelor's degree,free/reduced,completed,61,70,76,7.810249675906654,8.366600265340756,8.717797887081348
female,group B,high school,free/reduced,none,60,72,68,7.745966692414834,8.48528137423857,8.246211251235321
female,group C,some high school,standard,none,77,91,88,8.774964387392123,9.539392014169456,9.38083151964686
female,group A,some high school,standard,completed,85,90,92,9.219544457292887,9.486832980505138,9.591663046625438
female,group D,bachelor's degree,free/reduced,none,78,90,93,8.831760866327848,9.486832980505138,9.643650760992955
male,group E,some college,free/reduced,completed,49,52,51,7.0,7.211102550927978,7.14142842854285
female,group B,high school,free/reduced,none,71,87,82,8.426149773176359,9.327379053088816,9.055385138137417
female,group C,some high school,free/reduced,none,48,58,52,6.928203230275509,7.615773105863909,7.211102550927978
male,group C,high school,standard,none,62,67,58,7.874007874011811,8.18535277187245,7.615773105863909
female,group C,associate's degree,free/reduced,completed,56,68,70,7.483314773547883,8.246211251235321,8.366600265340756
female,group C,some high school,standard,none,65,69,76,8.06225774829855,8.306623862918075,8.717797887081348
female,group D,some high school,free/reduced,completed,69,86,81,8.306623862918075,9.273618495495704,9.0
male,group B,some high school,standard,none,68,54,53,8.246211251235321,7.3484692283495345,7.280109889280518
female,group A,some college,free/reduced,none,61,60,57,7.810249675906654,7.745966692414834,7.54983443527075
female,group C,bachelor's degree,free/reduced,completed,74,86,89,8.602325267042627,9.273618495495704,9.433981132056603
male,group A,bachelor's degree,standard,none,64,60,58,8.0,7.745966692414834,7.615773105863909
female,group B,high school,standard,completed,77,82,89,8.774964387392123,9.055385138137417,9.433981132056603
male,group B,some college,standard,none,58,50,45,7.615773105863909,7.0710678118654755,6.708203932499369
female,group C,high school,standard,completed,60,64,74,7.745966692414834,8.0,8.602325267042627
male,group E,high school,standard,none,73,64,57,8.54400374531753,8.0,7.54983443527075
female,group A,high school,standard,completed,75,82,79,8.660254037844387,9.055385138137417,8.888194417315589
male,group B,associate's degree,free/reduced,completed,58,57,53,7.615773105863909,7.54983443527075,7.280109889280518
female,group C,associate's degree,standard,none,66,77,73,8.12403840463596,8.774964387392123,8.54400374531753
female,group D,high school,free/reduced,none,39,52,46,6.244997998398398,7.211102550927978,6.782329983125268
male,group C,some high school,standard,none,64,58,51,8.0,7.615773105863909,7.14142842854285
female,group B,high school,free/reduced,completed,23,44,36,4.795831523312719,6.6332495807108,6.0
male,group B,some college,free/reduced,completed,74,77,76,8.602325267042627,8.774964387392123,8.717797887081348
female,group D,some high school,free/reduced,completed,40,65,64,6.324555320336759,8.06225774829855,8.0
male,group E,master's degree,standard,none,90,85,84,9.486832980505138,9.219544457292887,9.16515138991168
male,group C,master's degree,standard,completed,91,85,85,9.539392014169456,9.219544457292887,9.219544457292887
male,group D,high school,standard,none,64,54,50,8.0,7.3484692283495345,7.0710678118654755
female,group C,high school,standard,none,59,72,68,7.681145747868608,8.48528137423857,8.246211251235321
male,group D,associate's degree,standard,none,80,75,69,8.94427190999916,8.660254037844387,8.306623862918075
male,group C,master's degree,standard,none,71,67,67,8.426149773176359,8.18535277187245,8.18535277187245
female,group A,high school,standard,none,61,68,63,7.810249675906654,8.246211251235321,7.937253933193772
female,group E,some college,standard,none,87,85,93,9.327379053088816,9.219544457292887,9.643650760992955
male,group E,some high school,standard,none,82,67,61,9.055385138137417,8.18535277187245,7.810249675906654
male,group C,some high school,standard,none,62,64,55,7.874007874011811,8.0,7.416198487095663
female,group B,bachelor's degree,standard,none,97,97,96,9.848857801796104,9.848857801796104,9.797958971132712
male,group B,some college,free/reduced,none,75,68,65,8.660254037844387,8.246211251235321,8.06225774829855
female,group C,bachelor's degree,standard,none,65,79,81,8.06225774829855,8.888194417315589,9.0
male,group B,high school,standard,completed,52,49,46,7.211102550927978,7.0,6.782329983125268
male,group C,associate's degree,free/reduced,none,87,73,72,9.327379053088816,8.54400374531753,8.48528137423857
female,group C,associate's degree,standard,none,53,62,53,7.280109889280518,7.874007874011811,7.280109889280518
female,group E,master's degree,free/reduced,none,81,86,87,9.0,9.273618495495704,9.327379053088816
male,group D,bachelor's degree,free/reduced,completed,39,42,38,6.244997998398398,6.48074069840786,6.164414002968976
female,group C,some college,standard,completed,71,71,80,8.426149773176359,8.426149773176359,8.94427190999916
male,group C,associate's degree,standard,none,97,93,91,9.848857801796104,9.643650760992955,9.539392014169456
male,group D,some college,standard,completed,82,82,88,9.055385138137417,9.055385138137417,9.38083151964686
male,group C,high school,free/reduced,none,59,53,52,7.681145747868608,7.280109889280518,7.211102550927978
male,group B,associate's degree,standard,none,61,42,41,7.810249675906654,6.48074069840786,6.4031242374328485
male,group E,associate's degree,free/reduced,completed,78,74,72,8.831760866327848,8.602325267042627,8.48528137423857
male,group C,associate's degree,free/reduced,none,49,51,51,7.0,7.14142842854285,7.14142842854285
male,group B,high school,standard,none,59,58,47,7.681145747868608,7.615773105863909,6.855654600401044
female,group C,some college,standard,completed,70,72,76,8.366600265340756,8.48528137423857,8.717797887081348
male,group B,associate's degree,standard,completed,82,84,78,9.055385138137417,9.16515138991168,8.831760866327848
male,group E,associate's degree,free/reduced,none,90,90,82,9.486832980505138,9.486832980505138,9.055385138137417
female,group C,bachelor's degree,free/reduced,none,43,62,61,6.557438524302,7.874007874011811,7.810249675906654
male,group C,some college,free/reduced,none,80,64,66,8.94427190999916,8.0,8.12403840463596
male,group D,some college,standard,none,81,82,84,9.0,9.055385138137417,9.16515138991168
male,group C,some high school,standard,none,57,61,54,7.54983443527075,7.810249675906654,7.3484692283495345
female,group D,some high school,standard,none,59,72,80,7.681145747868608,8.48528137423857,8.94427190999916
female,group D,associate's degree,standard,none,64,76,74,8.0,8.717797887081348,8.602325267042627
male,group C,bachelor's degree,standard,completed,63,64,66,7.937253933193772,8.0,8.12403840463596
female,group E,bachelor's degree,standard,completed,71,70,70,8.426149773176359,8.366600265340756,8.366600265340756
female,group B,high school,free/reduced,none,64,73,71,8.0,8.54400374531753,8.426149773176359
male,group D,bachelor's degree,free/reduced,none,55,46,44,7.416198487095663,6.782329983125268,6.6332495807108
female,group E,associate's degree,standard,none,51,51,54,7.14142842854285,7.14142842854285,7.3484692283495345
female,group C,associate's degree,standard,completed,62,76,80,7.874007874011811,8.717797887081348,8.94427190999916
female,group E,associate's degree,standard,completed,93,100,95,9.643650760992955,10.0,9.746794344808963
male,group C,high school,free/reduced,none,54,72,59,7.3484692283495345,8.48528137423857,7.681145747868608
female,group D,some college,free/reduced,none,69,65,74,8.306623862918075,8.06225774829855,8.602325267042627
male,group D,high school,free/reduced,none,44,51,48,6.6332495807108,7.14142842854285,6.928203230275509
female,group E,some college,standard,completed,86,85,91,9.273618495495704,9.219544457292887,9.539392014169456
female,group E,associate's degree,standard,none,85,92,85,9.219544457292887,9.591663046625438,9.219544457292887
female,group A,master's degree,free/reduced,none,50,67,73,7.0710678118654755,8.18535277187245,8.54400374531753
male,group D,some high school,standard,completed,88,74,75,9.38083151964686,8.602325267042627,8.660254037844387
female,group E,associate's degree,standard,none,59,62,69,7.681145747868608,7.874007874011811,8.306623862918075
female,group E,some high school,free/reduced,none,32,34,38,5.656854249492381,5.830951894845301,6.164414002968976
male,group B,high school,free/reduced,none,36,29,27,6.0,5.385164807134504,5.196152422706632
female,group B,some high school,free/reduced,completed,63,78,79,7.937253933193772,8.831760866327848,8.888194417315589
male,group D,associate's degree,standard,completed,67,54,63,8.18535277187245,7.3484692283495345,7.937253933193772
female,group D,some high school,standard,completed,65,78,82,8.06225774829855,8.831760866327848,9.055385138137417
male,group D,master's degree,standard,none,85,84,89,9.219544457292887,9.16515138991168,9.433981132056603
female,group C,master's degree,standard,none,73,78,74,8.54400374531753,8.831760866327848,8.602325267042627
female,group A,high school,free/reduced,completed,34,48,41,5.830951894845301,6.928203230275509,6.4031242374328485
female,group D,bachelor's degree,free/reduced,completed,93,100,100,9.643650760992955,10.0,10.0
female,group D,some high school,free/reduced,none,67,84,84,8.18535277187245,9.16515138991168,9.16515138991168
male,group D,some college,standard,none,88,77,77,9.38083151964686,8.774964387392123,8.774964387392123
male,group B,high school,standard,none,57,48,51,7.54983443527075,6.928203230275509,7.14142842854285
female,group D,some college,standard,completed,79,84,91,8.888194417315589,9.16515138991168,9.539392014169456
female,group C,bachelor's degree,free/reduced,none,67,75,72,8.18535277187245,8.660254037844387,8.48528137423857
male,group E,bachelor's degree,standard,completed,70,64,70,8.366600265340756,8.0,8.366600265340756
male,group D,bachelor's degree,free/reduced,none,50,42,48,7.0710678118654755,6.48074069840786,6.928203230275509
female,group A,some college,standard,none,69,84,82,8.306623862918075,9.16515138991168,9.055385138137417
female,group C,bachelor's degree,standard,completed,52,61,66,7.211102550927978,7.810249675906654,8.12403840463596
female,group C,bachelor's degree,free/reduced,completed,47,62,66,6.855654600401044,7.874007874011811,8.12403840463596
female,group B,associate's degree,free/reduced,none,46,61,55,6.782329983125268,7.810249675906654,7.416198487095663
female,group E,some college,standard,none,68,70,66,8.246211251235321,8.366600265340756,8.12403840463596
male,group E,bachelor's degree,standard,completed,100,100,100,10.0,10.0,10.0
female,group C,high school,standard,none,44,61,52,6.6332495807108,7.810249675906654,7.211102550927978
female,group C,associate's degree,standard,completed,57,77,80,7.54983443527075,8.774964387392123,8.94427190999916
male,group B,some college,standard,completed,91,96,91,9.539392014169456,9.797958971132712,9.539392014169456
male,group D,high school,free/reduced,none,69,70,67,8.306623862918075,8.366600265340756,8.18535277187245
