gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_log,reading_score_log,writing_score_log
male,group B,high school,free/reduced,none,30,24,15,3.4339872044851463,3.2188758248682006,2.772588722239781
male,group A,some high school,standard,none,53,54,48,3.9889840465642745,4.007333185232471,3.8918202981106265
female,group D,high school,standard,none,69,77,73,4.248495242049359,4.356708826689592,4.30406509320417
female,group D,some high school,standard,none,65,82,81,4.189654742026425,4.418840607796598,4.406719247264253
female,group D,master's degree,standard,none,54,60,63,4.007333185232471,4.110873864173311,4.1588830833596715
female,group C,high school,standard,none,29,29,30,3.4011973816621555,3.4011973816621555,3.4339872044851463
female,group E,some college,standard,none,76,78,80,4.343805421853684,4.3694478524670215,4.394449154672439
male,group D,high school,free/reduced,none,60,57,51,4.110873864173311,4.060443010546419,3.9512437185814275
male,group D,master's degree,free/reduced,completed,84,89,90,4.442651256490317,4.499809670330265,4.51085950651685
male,group C,some high school,standard,none,75,72,62,4.330733340286331,4.290459441148391,4.143134726391533
female,group C,associate's degree,standard,none,85,84,82,4.454347296253507,4.442651256490317,4.418840607796598
female,group C,master's degree,free/reduced,none,40,58,54,3.713572066704308,4.07753744390572,4.007333185232471
female,group E,some college,standard,none,61,64,62,4.127134385045092,4.174387269895637,4.143134726391533
female,group B,associate's degree,standard,none,58,63,65,4.07753744390572,4.1588830833596715,4.189654742026425
male,group D,some college,free/reduced,completed,69,60,63,4.248495242049359,4.110873864173311,4.1588830833596715
female,group C,some college,standard,none,58,59,66,4.07753744390572,4.0943445622221,4.204692619390966
male,group C,bachelor's degree,standard,completed,94,90,91,4.553876891600541,4.51085950651685,4.5217885770490405
female,group C,associate's degree,standard,none,65,77,74,4.189654742026425,4.356708826689592,4.31748811353631
female,group A,associate's degree,standard,none,82,93,93,4.418840607796598,4.543294782270004,4.543294782270004
female,group C,high school,standard,none,60,68,72,4.110873864173311,4.23410650459726,4.290459441148391
female,group E,bachelor's degree,standard,none,37,45,38,3.6375861597263857,3.828641396489095,3.6635616461296463
male,group D,bachelor's degree,standard,none,88,78,83,4.48863636973214,4.3694478524670215,4.430816798843313
male,group D,master's degree,standard,none,95,81,84,4.564348191467836,4.406719247264253,4.442651256490317
male,group C,associate's degree,free/reduced,completed,65,73,68,4.189654742026425,4.30406509320417,4.23410650459726
female,group C,high school,free/reduced,none,35,61,54,3.58351893845611,4.127134385045092,4.007333185232471
male,group B,bachelor's degree,free/reduced,none,62,63,56,4.143134726391533,4.1588830833596715,4.04305126783455
male,group C,high school,free/reduced,completed,58,51,52,4.07753744390572,3.9512437185814275,3.970291913552122
male,group A,some college,standard,completed,100,96,86,4.61512051684126,4.574710978503383,4.465908118654584
female,group E,bachelor's degree,free/reduced,none,61,58,62,4.127134385045092,4.07753744390572,4.143134726391533
male,group D,some college,standard,completed,100,97,99,4.61512051684126,4.584967478670572,4.605170185988092
male,group B,associate's degree,free/reduced,completed,69,70,63,4.248495242049359,4.2626798770413155,4.1588830833596715
male,group D,associate's degree,standard,none,61,48,46,4.127134385045092,3.8918202981106265,3.8501476017100584
male,group D,some college,free/reduced,none,49,57,46,3.912023005428146,4.060443010546419,3.8501476017100584
female,group C,some high school,standard,completed,44,51,55,3.8066624897703196,3.9512437185814275,4.02535169073515
male,group D,some college,standard,none,67,64,70,4.219507705176107,4.174387269895637,4.2626798770413155
male,group B,high school,standard,none,79,60,65,4.382026634673881,4.110873864173311,4.189654742026425
female,group B,bachelor's degree,standard,completed,66,74,81,4.204692619390966,4.31748811353631,4.406719247264253
female,group C,high school,standard,none,75,88,85,4.330733340286331,4.48863636973214,4.454347296253507
male,group D,some high school,standard,none,84,84,80,4.442651256490317,4.442651256490317,4.394449154672439
male,group A,high school,standard,none,71,74,64,4.276666119016055,4.31748811353631,4.174387269895637
female,group B,high school,free/reduced,completed,67,80,81,4.219507705176107,4.394449154672439,4.406719247264253
female,group D,some high school,standard,completed,80,92,88,4.394449154672439,4.532599493153256,4.48863636973214
male,group E,some college,standard,none,86,76,74,4.465908118654584,4.343805421853684,4.31748811353631
female,group D,associate's degree,standard,none,76,74,73,4.343805421853684,4.31748811353631,4.30406509320417
male,group D,high school,standard,none,41,52,51,3.7376696182833684,3.970291913552122,3.9512437185814275
female,group D,associate's degree,free/reduced,completed,74,88,90,4.31748811353631,4.48863636973214,4.51085950651685
female,group B,some high school,free/reduced,none,72,81,79,4.290459441148391,4.406719247264253,4.382026634673881
female,group E,high school,standard,completed,74,79,80,4.31748811353631,4.382026634673881,4.394449154672439
male,group B,high school,standard,none,70,65,60,4.2626798770413155,4.189654742026425,4.110873864173311
female,group B,bachelor's degree,standard,completed,65,81,81,4.189654742026425,4.406719247264253,4.406719247264253
female,group D,associate's degree,standard,none,59,70,65,4.0943445622221,4.2626798770413155,4.189654742026425
female,group E,high school,free/reduced,none,64,62,68,4.174387269895637,4.143134726391533,4.23410650459726
female,group B,high school,standard,none,50,53,55,3.9318256327243257,3.9889840465642745,4.02535169073515
female,group D,some college,standard,completed,69,79,81,4.248495242049359,4.382026634673881,4.406719247264253
male,group C,some high school,free/reduced,completed,51,56,53,3.9512437185814275,4.04305126783455,3.9889840465642745
female,group A,high school,standard,completed,68,80,76,4.23410650459726,4.394449154672439,4.343805421853684
female,group D,some college,standard,completed,85,86,98,4.454347296253507,4.465908118654584,4.59511985013459
female,group A,associate's degree,standard,completed,65,70,74,4.189654742026425,4.2626798770413155,4.31748811353631
female,group B,some high school,standard,none,73,79,79,4.30406509320417,4.382026634673881,4.382026634673881
female,group B,some college,standard,none,62,67,67,4.143134726391533,4.219507705176107,4.219507705176107
male,group C,associate's degree,free/reduced,none,77,67,64,4.356708826689592,4.219507705176107,4.174387269895637
male,group D,some high school,standard,none,69,66,61,4.248495242049359,4.204692619390966,4.127134385045092
female,group D,associate's degree,free/reduced,none,43,60,58,3.784189633918261,4.110873864173311,4.07753744390572
male,group D,associate's degree,standard,none,90,87,85,4.51085950651685,4.477336814478207,4.454347296253507
male,group C,some college,free/reduced,none,74,77,73,4.31748811353631,4.356708826689592,4.30406509320417
male,group C,some high school,standard,none,73,66,63,4.30406509320417,4.204692619390966,4.1588830833596715
female,group D,some college,free/reduced,none,55,71,69,4.02535169073515,4.276666119016055,4.248495242049359
female,group C,high school,standard,none,65,69,67,4.189654742026425,4.248495242049359,4.219507705176107
male,group D,associate's degree,standard,none,80,63,63,4.394449154672439,4.1588830833596715,4.1588830833596715
female,group C,some high school,free/reduced,completed,50,60,60,3.9318256327243257,4.110873864173311,4.110873864173311
female,group C,some college,free/reduced,completed,63,73,71,4.1588830833596715,4.30406509320417,4.276666119016055
female,group B,bachelor's degree,free/reduced,none,77,85,87,4.356708826689592,4.454347296253507,4.477336814478207
male,group C,some college,standard,none,73,74,61,4.30406509320417,4.31748811353631,4.127134385045092
male,group D,associate's degree,standard,completed,81,72,77,4.406719247264253,4.290459441148391,4.356708826689592
female,group C,high school,free/reduced,none,66,76,68,4.204692619390966,4.343805421853684,4.23410650459726
male,group D,associate's degree,free/reduced,none,52,57,50,3.970291913552122,4.060443010546419,3.9318256327243257
female,group C,some college,standard,none,69,78,76,4.248495242049359,4.3694478524670215,4.343805421853684
female,group C,associate's degree,standard,completed,65,84,84,4.189654742026425,4.442651256490317,4.442651256490317
female,group D,high school,standard,completed,69,77,78,4.248495242049359,4.356708826689592,4.3694478524670215
female,group B,some college,standard,completed,50,64,66,3.9318256327243257,4.174387269895637,4.204692619390966
female,group E,some college,standard,completed,73,78,76,4.30406509320417,4.3694478524670215,4.343805421853684
female,group C,some high school,standard,completed,70,82,76,4.2626798770413155,4.418840607796598,4.343805421853684
male,group D,associate's degree,free/reduced,none,81,75,78,4.406719247264253,4.330733340286331,4.3694478524670215
male,group D,some college,free/reduced,none,63,61,60,4.1588830833596715,4.127134385045092,4.110873864173311
female,group D,high school,standard,none,67,72,74,4.219507705176107,4.290459441148391,4.31748811353631
male,group B,high school,standard,none,60,68,60,4.110873864173311,4.23410650459726,4.110873864173311
male,group B,high school,standard,none,62,55,54,4.143134726391533,4.02535169073515,4.007333185232471
female,group C,some high school,free/reduced,completed,29,40,44,3.4011973816621555,3.713572066704308,3.8066624897703196
male,group B,some college,standard,completed,62,66,68,4.143134726391533,4.204692619390966,4.23410650459726
female,group E,master's degree,standard,completed,94,99,100,4.553876891600541,4.605170185988092,4.61512051684126
male,group E,some college,standard,completed,85,75,68,4.454347296253507,4.330733340286331,4.23410650459726
male,group D,associate's degree,free/reduced,none,77,78,73,4.356708826689592,4.3694478524670215,4.30406509320417
male,group A,high school,free/reduced,none,53,58,44,3.9889840465642745,4.07753744390572,3.8066624897703196
male,group E,some college,free/reduced,none,93,90,83,4.543294782270004,4.51085950651685,4.430816798843313
female,group C,associate's degree,standard,none,49,53,53,3.912023005428146,3.9889840465642745,3.9889840465642745
female,group E,associate's degree,free/reduced,none,73,76,78,4.30406509320417,4.343805421853684,4.3694478524670215
female,group C,bachelor's degree,free/reduced,completed,66,74,81,4.204692619390966,4.31748811353631,4.406719247264253
female,group D,associate's degree,standard,none,77,77,73,4.356708826689592,4.356708826689592,4.30406509320417
female,group C,some high school,standard,none,49,63,56,3.912023005428146,4.1588830833596715,4.04305126783455
female,group D,some college,free/reduced,none,79,89,86,4.382026634673881,4.499809670330265,4.465908118654584
female,group C,associate's degree,standard,completed,75,82,90,4.330733340286331,4.418840607796598,4.51085950651685
female,group A,bachelor's degree,standard,none,59,72,70,4.0943445622221,4.290459441148391,4.2626798770413155
female,group D,associate's degree,standard,completed,57,78,79,4.060443010546419,4.3694478524670215,4.382026634673881
male,group C,high school,free/reduced,none,66,66,59,4.204692619390966,4.204692619390966,4.0943445622221
female,group E,bachelor's degree,standard,completed,79,81,82,4.382026634673881,4.406719247264253,4.418840607796598
female,group B,some high school,standard,none,57,67,72,4.060443010546419,4.219507705176107,4.290459441148391
male,group A,bachelor's degree,standard,completed,87,84,87,4.477336814478207,4.442651256490317,4.477336814478207
female,group D,some college,standard,none,63,64,67,4.1588830833596715,4.174387269895637,4.219507705176107
female,group B,some high school,free/reduced,completed,59,63,64,4.0943445622221,4.1588830833596715,4.174387269895637
male,group A,bachelor's degree,free/reduced,none,62,72,65,4.143134726391533,4.290459441148391,4.189654742026425
male,group D,high school,standard,none,46,34,36,3.8501476017100584,3.5553480614894135,3.6109179126442243
male,group C,some college,standard,none,66,59,52,4.204692619390966,4.0943445622221,3.970291913552122
male,group D,high school,standard,none,89,87,79,4.499809670330265,4.477336814478207,4.382026634673881
female,group D,associate's degree,free/reduced,completed,42,61,58,3.7612001156935624,4.127134385045092,4.07753744390572
male,group C,some college,standard,completed,93,84,90,4.543294782270004,4.442651256490317,4.51085950651685
female,group E,some high school,standard,completed,80,85,85,4.394449154672439,4.454347296253507,4.454347296253507
female,group D,some college,standard,none,98,100,99,4.59511985013459,4.61512051684126,4.605170185988092
male,group D,master's degree,standard,none,81,81,84,4.406719247264253,4.406719247264253,4.442651256490317
female,group B,some high school,standard,completed,60,70,74,4.110873864173311,4.2626798770413155,4.31748811353631
female,group B,associate's degree,free/reduced,completed,76,94,87,4.343805421853684,4.553876891600541,4.477336814478207
male,group C,associate's degree,standard,completed,73,78,72,4.30406509320417,4.3694478524670215,4.290459441148391
female,group C,associate's degree,standard,completed,96,96,99,4.574710978503383,4.574710978503383,4.605170185988092
female,group C,high school,standard,none,76,76,74,4.343805421853684,4.343805421853684,4.31748811353631
male,group E,associate's degree,free/reduced,completed,91,73,80,4.5217885770490405,4.30406509320417,4.394449154672439
female,group C,some college,free/reduced,none,62,72,70,4.143134726391533,4.290459441148391,4.2626798770413155
male,group D,some high school,free/reduced,completed,55,59,59,4.02535169073515,4.0943445622221,4.0943445622221
female,group B,some high school,free/reduced,completed,74,90,88,4.31748811353631,4.51085950651685,4.48863636973214
male,group C,high school,standard,none,50,48,42,3.9318256327243257,3.8918202981106265,3.7612001156935624
male,group B,some college,standard,none,47,43,41,3.871201010907891,3.784189633918261,3.7376696182833684
male,group E,some college,standard,completed,81,74,71,4.406719247264253,4.31748811353631,4.276666119016055
female,group E,associate's degree,standard,completed,65,75,77,4.189654742026425,4.330733340286331,4.356708826689592
male,group E,some high school,standard,completed,68,51,57,4.23410650459726,3.9512437185814275,4.060443010546419
female,group D,high school,free/reduced,none,73,92,84,4.30406509320417,4.532599493153256,4.442651256490317
male,group C,some college,standard,none,53,39,37,3.9889840465642745,3.6888794541139363,3.6375861597263857
female,group B,associate's degree,free/reduced,completed,68,77,80,4.23410650459726,4.356708826689592,4.394449154672439
male,group A,some high school,free/reduced,none,55,46,43,4.02535169073515,3.8501476017100584,3.784189633918261
female,group C,some college,standard,completed,87,89,94,4.477336814478207,4.499809670330265,4.553876891600541
male,group D,some high school,standard,none,55,47,44,4.02535169073515,3.871201010907891,3.8066624897703196
female,group E,some college,free/reduced,none,53,58,57,3.9889840465642745,4.07753744390572,4.060443010546419
male,group C,master's degree,standard,none,67,57,59,4.219507705176107,4.060443010546419,4.0943445622221
male,group C,associate's degree,standard,none,92,79,84,4.532599493153256,4.382026634673881,4.442651256490317
female,group B,some college,free/reduced,completed,53,66,73,3.9889840465642745,4.204692619390966,4.30406509320417
male,group D,associate's degree,standard,none,81,71,73,4.406719247264253,4.276666119016055,4.30406509320417
male,group C,high school,free/reduced,none,61,60,55,4.127134385045092,4.110873864173311,4.02535169073515
male,group D,bachelor's degree,standard,none,80,73,72,4.394449154672439,4.30406509320417,4.290459441148391
female,group A,associate's degree,free/reduced,none,37,57,56,3.6375861597263857,4.060443010546419,4.04305126783455
female,group C,high school,standard,none,81,84,82,4.406719247264253,4.442651256490317,4.418840607796598
female,group C,associate's degree,standard,completed,59,73,72,4.0943445622221,4.30406509320417,4.290459441148391
male,group B,some college,free/reduced,none,55,55,47,4.02535169073515,4.02535169073515,3.871201010907891
male,group D,associate's degree,standard,none,72,79,74,4.290459441148391,4.382026634673881,4.31748811353631
male,group D,high school,standard,none,69,75,71,4.248495242049359,4.330733340286331,4.276666119016055
male,group C,some college,standard,none,69,64,68,4.248495242049359,4.174387269895637,4.23410650459726
female,group C,bachelor's degree,free/reduced,none,50,60,59,3.9318256327243257,4.110873864173311,4.0943445622221
male,group B,some college,standard,completed,87,84,86,4.477336814478207,4.442651256490317,4.465908118654584
male,group D,some high school,standard,completed,71,69,68,4.276666119016055,4.248495242049359,4.23410650459726
male,group E,some college,standard,none,68,72,65,4.23410650459726,4.290459441148391,4.189654742026425
male,group C,master's degree,free/reduced,completed,79,77,75,4.382026634673881,4.356708826689592,4.330733340286331
female,group C,some high school,standard,completed,77,90,85,4.356708826689592,4.51085950651685,4.454347296253507
male,group C,associate's degree,free/reduced,none,58,55,53,4.07753744390572,4.02535169073515,3.9889840465642745
female,group E,associate's degree,standard,none,84,95,92,4.442651256490317,4.564348191467836,4.532599493153256
male,group D,some college,standard,none,55,58,52,4.02535169073515,4.07753744390572,3.970291913552122
male,group E,bachelor's degree,free/reduced,completed,70,68,72,4.2626798770413155,4.23410650459726,4.290459441148391
female,group D,some college,free/reduced,completed,52,59,65,3.970291913552122,4.0943445622221,4.189654742026425
male,group B,some college,standard,completed,69,77,77,4.248495242049359,4.356708826689592,4.356708826689592
female,group C,high school,free/reduced,none,53,72,64,3.9889840465642745,4.290459441148391,4.174387269895637
female,group D,some high school,standard,none,48,58,54,3.8918202981106265,4.07753744390572,4.007333185232471
male,group D,some high school,standard,completed,78,81,86,4.3694478524670215,4.406719247264253,4.465908118654584
female,group B,high school,standard,none,62,62,63,4.143134726391533,4.143134726391533,4.1588830833596715
male,group D,some college,standard,none,60,63,59,4.110873864173311,4.1588830833596715,4.0943445622221
female,group B,high school,standard,none,74,72,72,4.31748811353631,4.290459441148391,4.290459441148391
female,group C,high school,standard,completed,58,75,77,4.07753744390572,4.330733340286331,4.356708826689592
male,group B,high school,standard,completed,76,62,60,4.343805421853684,4.143134726391533,4.110873864173311
female,group D,some high school,standard,none,68,71,75,4.23410650459726,4.276666119016055,4.330733340286331
male,group A,some college,free/reduced,none,58,60,57,4.07753744390572,4.110873864173311,4.060443010546419
male,group B,high school,standard,none,52,48,49,3.970291913552122,3.8918202981106265,3.912023005428146
male,group D,bachelor's degree,standard,none,75,73,74,4.330733340286331,4.30406509320417,4.31748811353631
female,group B,some high school,free/reduced,completed,52,67,72,3.970291913552122,4.219507705176107,4.290459441148391
female,group C,bachelor's degree,free/reduced,none,62,78,79,4.143134726391533,4.3694478524670215,4.382026634673881
male,group B,some college,standard,none,66,65,60,4.204692619390966,4.189654742026425,4.110873864173311
female,group B,some high school,free/reduced,none,49,58,55,3.912023005428146,4.07753744390572,4.02535169073515
female,group B,high school,standard,none,66,72,70,4.204692619390966,4.290459441148391,4.2626798770413155
female,group C,some college,free/reduced,none,35,44,43,3.58351893845611,3.8066624897703196,3.784189633918261
female,group A,some college,standard,completed,72,79,82,4.290459441148391,4.382026634673881,4.418840607796598
male,group E,associate's degree,standard,completed,94,85,82,4.553876891600541,4.454347296253507,4.418840607796598
female,group D,associate's degree,free/reduced,none,46,56,57,3.8501476017100584,4.04305126783455,4.060443010546419
female,group B,master's degree,standard,none,77,90,84,4.356708826689592,4.51085950651685,4.442651256490317
female,group B,high school,free/reduced,completed,76,85,82,4.343805421853684,4.454347296253507,4.418840607796598
female,group C,associate's degree,standard,completed,52,59,62,3.970291913552122,4.0943445622221,4.143134726391533
male,group C,bachelor's degree,standard,completed,91,81,79,4.5217885770490405,4.406719247264253,4.382026634673881
female,group B,some high school,standard,completed,32,51,44,3.4965075614664802,3.9512437185814275,3.8066624897703196
female,group E,some high school,free/reduced,none,72,79,77,4.290459441148391,4.382026634673881,4.356708826689592
female,group B,some college,standard,none,19,38,32,2.995732273553991,3.6635616461296463,3.4965075614664802
male,group C,associate's degree,free/reduced,none,68,65,61,4.23410650459726,4.189654742026425,4.127134385045092
female,group C,master's degree,free/reduced,none,52,65,61,3.970291913552122,4.189654742026425,4.127134385045092
female,group B,high school,standard,none,48,62,60,3.8918202981106265,4.143134726391533,4.110873864173311
female,group D,some college,free/reduced,none,60,66,70,4.110873864173311,4.204692619390966,4.2626798770413155
male,group D,high school,free/reduced,none,66,74,69,4.204692619390966,4.31748811353631,4.248495242049359
male,group E,some high school,standard,completed,89,84,77,4.499809670330265,4.442651256490317,4.356708826689592
female,group B,high school,standard,none,42,52,51,3.7612001156935624,3.970291913552122,3.9512437185814275
female,group E,associate's degree,free/reduced,completed,57,68,73,4.060443010546419,4.23410650459726,4.30406509320417
male,group D,high school,standard,none,70,70,70,4.2626798770413155,4.2626798770413155,4.2626798770413155
female,group E,associate's degree,free/reduced,none,70,84,81,4.2626798770413155,4.442651256490317,4.406719247264253
male,group E,some college,standard,none,69,60,54,4.248495242049359,4.110873864173311,4.007333185232471
female,group C,associate's degree,standard,none,52,55,57,3.970291913552122,4.02535169073515,4.060443010546419
male,group C,some high school,standard,completed,67,73,68,4.219507705176107,4.30406509320417,4.23410650459726
male,group C,some high school,standard,completed,76,80,73,4.343805421853684,4.394449154672439,4.30406509320417
female,group E,associate's degree,standard,none,87,94,95,4.477336814478207,4.553876891600541,4.564348191467836
female,group B,some college,standard,none,82,85,87,4.418840607796598,4.454347296253507,4.477336814478207
female,group C,some college,standard,none,73,76,78,4.30406509320417,4.343805421853684,4.3694478524670215
male,group A,some college,free/reduced,none,75,81,74,4.330733340286331,4.406719247264253,4.31748811353631
female,group D,some college,free/reduced,none,64,74,75,4.174387269895637,4.31748811353631,4.330733340286331
female,group E,high school,free/reduced,none,41,45,40,3.7376696182833684,3.828641396489095,3.713572066704308
male,group C,high school,standard,none,90,75,69,4.51085950651685,4.330733340286331,4.248495242049359
male,group B,bachelor's degree,standard,none,59,54,51,4.0943445622221,4.007333185232471,3.9512437185814275
male,group A,some high school,standard,none,51,31,36,3.9512437185814275,3.4657359027997265,3.6109179126442243
male,group A,high school,free/reduced,none,45,47,49,3.828641396489095,3.871201010907891,3.912023005428146
female,group C,master's degree,standard,completed,54,64,67,4.007333185232471,4.174387269895637,4.219507705176107
male,group E,some high school,standard,completed,87,84,76,4.477336814478207,4.442651256490317,4.343805421853684
female,group C,high school,standard,none,72,80,83,4.290459441148391,4.394449154672439,4.430816798843313
male,group B,some high school,standard,completed,94,86,87,4.553876891600541,4.465908118654584,4.477336814478207
female,group A,bachelor's degree,standard,none,45,59,64,3.828641396489095,4.0943445622221,4.174387269895637
male,group D,bachelor's degree,free/reduced,completed,61,70,76,4.127134385045092,4.2626798770413155,4.343805421853684
female,group B,high school,free/reduced,none,60,72,68,4.110873864173311,4.290459441148391,4.23410650459726
female,group C,some high school,standard,none,77,91,88,4.356708826689592,4.5217885770490405,4.48863636973214
female,group A,some high school,standard,completed,85,90,92,4.454347296253507,4.51085950651685,4.532599493153256
female,group D,bachelor's degree,free/reduced,none,78,90,93,4.3694478524670215,4.51085950651685,4.543294782270004
male,group E,some college,free/reduced,completed,49,52,51,3.912023005428146,3.970291913552122,3.9512437185814275
female,group B,high school,free/reduced,none,71,87,82,4.276666119016055,4.477336814478207,4.418840607796598
female,group C,some high school,free/reduced,none,48,58,52,3.8918202981106265,4.07753744390572,3.970291913552122
male,group C,high school,standard,none,62,67,58,4.143134726391533,4.219507705176107,4.07753744390572
female,group C,associate's degree,free/reduced,completed,56,68,70,4.04305126783455,4.23410650459726,4.2626798770413155
female,group C,some high school,standard,none,65,69,76,4.189654742026425,4.248495242049359,4.343805421853684
female,group D,some high school,free/reduced,completed,69,86,81,4.248495242049359,4.465908118654584,4.406719247264253
male,group B,some high school,standard,none,68,54,53,4.23410650459726,4.007333185232471,3.9889840465642745
female,group A,some college,free/reduced,none,61,60,57,4.127134385045092,4.110873864173311,4.060443010546419
female,group C,bachelor's degree,free/reduced,completed,74,86,89,4.31748811353631,4.465908118654584,4.499809670330265
male,group A,bachelor's degree,standard,none,64,60,58,4.174387269895637,4.110873864173311,4.07753744390572
female,group B,high school,standard,completed,77,82,89,4.356708826689592,4.418840607796598,4.499809670330265
male,group B,some college,standard,none,58,50,45,4.07753744390572,3.9318256327243257,3.828641396489095
female,group C,high school,standard,completed,60,64,74,4.110873864173311,4.174387269895637,4.31748811353631
male,group E,high school,standard,none,73,64,57,4.30406509320417,4.174387269895637,4.060443010546419
female,group A,high school,standard,completed,75,82,79,4.330733340286331,4.418840607796598,4.382026634673881
male,group B,associate's degree,free/reduced,completed,58,57,53,4.07753744390572,4.060443010546419,3.9889840465642745
female,group C,associate's degree,standard,none,66,77,73,4.204692619390966,4.356708826689592,4.30406509320417
female,group D,high school,free/reduced,none,39,52,46,3.6888794541139363,3.970291913552122,3.8501476017100584
male,group C,some high school,standard,none,64,58,51,4.174387269895637,4.07753744390572,3.9512437185814275
female,group B,high school,free/reduced,completed,23,44,36,3.1780538303479458,3.8066624897703196,3.6109179126442243
male,group B,some college,free/reduced,completed,74,77,76,4.31748811353631,4.356708826689592,4.343805421853684
female,group D,some high school,free/reduced,completed,40,65,64,3.713572066704308,4.189654742026425,4.174387269895637
male,group E,master's degree,standard,none,90,85,84,4.51085950651685,4.454347296253507,4.442651256490317
male,group C,master's degree,standard,completed,91,85,85,4.5217885770490405,4.454347296253507,4.454347296253507
male,group D,high school,standard,none,64,54,50,4.174387269895637,4.007333185232471,3.9318256327243257
female,group C,high school,standard,none,59,72,68,4.0943445622221,4.290459441148391,4.23410650459726
male,group D,associate's degree,standard,none,80,75,69,4.394449154672439,4.330733340286331,4.248495242049359
male,group C,master's degree,standard,none,71,67,67,4.276666119016055,4.219507705176107,4.219507705176107
female,group A,high school,standard,none,61,68,63,4.127134385045092,4.23410650459726,4.1588830833596715
female,group E,some college,standard,none,87,85,93,4.477336814478207,4.454347296253507,4.543294782270004
male,group E,some high school,standard,none,82,67,61,4.418840607796598,4.219507705176107,4.127134385045092
male,group C,some high school,standard,none,62,64,55,4.143134726391533,4.174387269895637,4.02535169073515
female,group B,bachelor's degree,standard,none,97,97,96,4.584967478670572,4.584967478670572,4.574710978503383
male,group B,some college,free/reduced,none,75,68,65,4.330733340286331,4.23410650459726,4.189654742026425
female,group C,bachelor's degree,standard,none,65,79,81,4.189654742026425,4.382026634673881,4.406719247264253
male,group B,high school,standard,completed,52,49,46,3.970291913552122,3.912023005428146,3.8501476017100584
male,group C,associate's degree,free/reduced,none,87,73,72,4.477336814478207,4.30406509320417,4.290459441148391
female,group C,associate's degree,standard,none,53,62,53,3.9889840465642745,4.143134726391533,3.9889840465642745
female,group E,master's degree,free/reduced,none,81,86,87,4.406719247264253,4.465908118654584,4.477336814478207
male,group D,bachelor's degree,free/reduced,completed,39,42,38,3.6888794541139363,3.7612001156935624,3.6635616461296463
female,group C,some college,standard,completed,71,71,80,4.276666119016055,4.276666119016055,4.394449154672439
male,group C,associate's degree,standard,none,97,93,91,4.584967478670572,4.543294782270004,4.5217885770490405
male,group D,some college,standard,completed,82,82,88,4.418840607796598,4.418840607796598,4.48863636973214
male,group C,high school,free/reduced,none,59,53,52,4.0943445622221,3.9889840465642745,3.970291913552122
male,group B,associate's degree,standard,none,61,42,41,4.127134385045092,3.7612001156935624,3.7376696182833684
male,group E,associate's degree,free/reduced,completed,78,74,72,4.3694478524670215,4.31748811353631,4.290459441148391
male,group C,associate's degree,free/reduced,none,49,51,51,3.912023005428146,3.9512437185814275,3.9512437185814275
male,group B,high school,standard,none,59,58,47,4.0943445622221,4.07753744390572,3.871201010907891
female,group C,some college,standard,completed,70,72,76,4.2626798770413155,4.290459441148391,4.343805421853684
male,group B,associate's degree,standard,completed,82,84,78,4.418840607796598,4.442651256490317,4.3694478524670215
male,group E,associate's degree,free/reduced,none,90,90,82,4.51085950651685,4.51085950651685,4.418840607796598
female,group C,bachelor's degree,free/reduced,none,43,62,61,3.784189633918261,4.143134726391533,4.127134385045092
male,group C,some college,free/reduced,none,80,64,66,4.394449154672439,4.174387269895637,4.204692619390966
male,group D,some college,standard,none,81,82,84,4.406719247264253,4.418840607796598,4.442651256490317
male,group C,some high school,standard,none,57,61,54,4.060443010546419,4.127134385045092,4.007333185232471
female,group D,some high school,standard,none,59,72,80,4.0943445622221,4.290459441148391,4.394449154672439
female,group D,associate's degree,standard,none,64,76,74,4.174387269895637,4.343805421853684,4.31748811353631
male,group C,bachelor's degree,standard,completed,63,64,66,4.1588830833596715,4.174387269895637,4.204692619390966
female,group E,bachelor's degree,standard,completed,71,70,70,4.276666119016055,4.2626798770413155,4.2626798770413155
female,group B,high school,free/reduced,none,64,73,71,4.174387269895637,4.30406509320417,4.276666119016055
male,group D,bachelor's degree,free/reduced,none,55,46,44,4.02535169073515,3.8501476017100584,3.8066624897703196
female,group E,associate's degree,standard,none,51,51,54,3.9512437185814275,3.9512437185814275,4.007333185232471
female,group C,associate's degree,standard,completed,62,76,80,4.143134726391533,4.343805421853684,4.394449154672439
female,group E,associate's degree,standard,completed,93,100,95,4.543294782270004,4.61512051684126,4.564348191467836
male,group C,high school,free/reduced,none,54,72,59,4.007333185232471,4.290459441148391,4.0943445622221
female,group D,some college,free/reduced,none,69,65,74,4.248495242049359,4.189654742026425,4.31748811353631
male,group D,high school,free/reduced,none,44,51,48,3.8066624897703196,3.9512437185814275,3.8918202981106265
female,group E,some college,standard,completed,86,85,91,4.465908118654584,4.454347296253507,4.5217885770490405
female,group E,associate's degree,standard,none,85,92,85,4.454347296253507,4.532599493153256,4.454347296253507
female,group A,master's degree,free/reduced,none,50,67,73,3.9318256327243257,4.219507705176107,4.30406509320417
male,group D,some high school,standard,completed,88,74,75,4.48863636973214,4.31748811353631,4.330733340286331
female,group E,associate's degree,standard,none,59,62,69,4.0943445622221,4.143134726391533,4.248495242049359
female,group E,some high school,free/reduced,none,32,34,38,3.4965075614664802,3.5553480614894135,3.6635616461296463
